P 1514.6400, 2674.3700, 0.0000, 95, 90, 100, 3, N
P 1514.6400, 3071.1700, 0.0000, 90, 70, 110, 1, S
P 1713.0400, 2872.7700, 0.0000, 90, 70, 110, 1, E
P 1316.2400, 2872.7700, 0.0000, 90, 70, 110, 1, W
L 1820.50, -2251.09, 0.0000, 1746.74, -2140.22, 0.0000, 45, 38, 55
L 1746.74, -2140.22, 0.0000, 1820.50, -2029.34, 0.0000, 45, 38, 55
L 1820.50, -2029.34, 0.0000, 1786.43, -1918.46, 0.0000, 45, 38, 55
L 1786.43, -1918.46, 0.0000, 1820.50, -1807.58, 0.0000, 45, 38, 55
L 1820.50, -1807.58, 0.0000, 1776.26, -1696.70, 0.0000, 45, 38, 55
L 1776.26, -1696.70, 0.0000, 1820.50, -1585.82, 0.0000, 45, 38, 55
L 1820.50, -1585.82, 0.0000, 1767.35, -1474.95, 0.0000, 45, 38, 55
L 1767.35, -1474.95, 0.0000, 1820.50, -1364.07, 0.0000, 45, 38, 55
L 1820.50, -1364.07, 0.0000, 1781.59, -1253.19, 0.0000, 45, 38, 55
L 1781.59, -1253.19, 0.0000, 1820.50, -1142.31, 0.0000, 45, 38, 55
L 1820.50, -1142.31, 0.0000, 1756.19, -1031.43, 0.0000, 45, 38, 55
L 1756.19, -1031.43, 0.0000, 1820.50, -920.55, 0.0000, 45, 38, 55
L 1820.50, -920.55, 0.0000, 1752.04, -809.68, 0.0000, 45, 38, 55
L 1752.04, -809.68, 0.0000, 1820.50, -698.80, 0.0000, 45, 38, 55
L 1820.50, -698.80, 0.0000, 1775.19, -587.92, 0.0000, 45, 38, 55
L 1775.19, -587.92, 0.0000, 1820.50, -477.04, 0.0000, 45, 38, 55
L 1820.50, -477.04, 0.0000, 1760.25, -366.16, 0.0000, 45, 38, 55
L 1760.25, -366.16, 0.0000, 1820.50, -255.28, 0.0000, 45, 38, 55
L 1820.50, -255.28, 0.0000, 1772.87, -144.41, 0.0000, 45, 38, 55
L 1772.87, -144.41, 0.0000, 1820.50, -33.53, 0.0000, 45, 38, 55
L 1820.50, -33.53, 0.0000, 1785.90, 77.35, 0.0000, 45, 38, 55
L 1785.90, 77.35, 0.0000, 1820.50, 188.23, 0.0000, 45, 38, 55
L 1820.50, 188.23, 0.0000, 1789.70, 299.11, 0.0000, 45, 38, 55
L 1789.70, 299.11, 0.0000, 1820.50, 409.99, 0.0000, 45, 38, 55
L 1820.50, 409.99, 0.0000, 1753.69, 520.86, 0.0000, 45, 38, 55
L 1753.69, 520.86, 0.0000, 1820.50, 631.74, 0.0000, 45, 38, 55
L 1820.50, 631.74, 0.0000, 1741.49, 742.62, 0.0000, 45, 38, 55
L 1741.49, 742.62, 0.0000, 1820.50, 853.50, 0.0000, 45, 38, 55
L 1820.50, 853.50, 0.0000, 1741.58, 964.38, 0.0000, 45, 38, 55
L 1741.58, 964.38, 0.0000, 1820.50, 1075.26, 0.0000, 45, 38, 55
L 1820.50, 1075.26, 0.0000, 1757.65, 1186.13, 0.0000, 45, 38, 55
L 1757.65, 1186.13, 0.0000, 1820.50, 1297.01, 0.0000, 45, 38, 55
L 1820.50, 1297.01, 0.0000, 1769.25, 1407.89, 0.0000, 45, 38, 55
L 1769.25, 1407.89, 0.0000, 1820.50, 1518.77, 0.0000, 45, 38, 55
L 1820.50, 1518.77, 0.0000, 1751.10, 1629.65, 0.0000, 45, 38, 55
L 1751.10, 1629.65, 0.0000, 1820.50, 1740.53, 0.0000, 45, 38, 55
L 1820.50, 1740.53, 0.0000, 1768.01, 1851.40, 0.0000, 45, 38, 55
L 1768.01, 1851.40, 0.0000, 1820.50, 1962.28, 0.0000, 45, 38, 55
L 1820.50, 1962.28, 0.0000, 1771.23, 2073.16, 0.0000, 45, 38, 55
L 1771.23, 2073.16, 0.0000, 1820.50, 2184.04, 0.0000, 45, 38, 55
L 1820.50, 2184.04, 0.0000, 1753.68, 2294.92, 0.0000, 45, 38, 55
L 1753.68, 2294.92, 0.0000, 1820.50, 2405.80, 0.0000, 45, 38, 55
L 1820.50, 2405.80, 0.0000, 1767.14, 2516.67, 0.0000, 45, 38, 55
L 1767.14, 2516.67, 0.0000, 1820.50, 2627.55, 0.0000, 45, 38, 55
L 1820.50, 2627.55, 0.0000, 1783.55, 2738.43, 0.0000, 45, 38, 55
L 1783.55, 2738.43, 0.0000, 1820.50, 2849.31, 0.0000, 45, 38, 55
L 1820.50, 2849.31, 0.0000, 1786.08, 2960.19, 0.0000, 45, 38, 55
L 1786.08, 2960.19, 0.0000, 1820.50, 3071.07, 0.0000, 45, 38, 55
L 1820.50, 3071.07, 0.0000, 1773.73, 3181.94, 0.0000, 45, 38, 55
L 1773.73, 3181.94, 0.0000, 1820.50, 3292.82, 0.0000, 45, 38, 55
L 1820.50, 3292.82, 0.0000, 1769.02, 3403.70, 0.0000, 45, 38, 55
L 1820.50, 3403.70, 0.0000, 1710.29, 3354.35, 0.0000, 45, 38, 55
L 1710.29, 3354.35, 0.0000, 1600.09, 3403.70, 0.0000, 45, 38, 55
L 1600.09, 3403.70, 0.0000, 1489.88, 3343.87, 0.0000, 45, 38, 55
L 1489.88, 3343.87, 0.0000, 1379.67, 3403.70, 0.0000, 45, 38, 55
L 1379.67, 3403.70, 0.0000, 1269.47, 3351.02, 0.0000, 45, 38, 55
L 1269.47, 3351.02, 0.0000, 1159.26, 3403.70, 0.0000, 45, 38, 55
L 1159.26, 3403.70, 0.0000, 1049.06, 3368.31, 0.0000, 45, 38, 55
L 1049.06, 3368.31, 0.0000, 938.85, 3403.70, 0.0000, 45, 38, 55
L 938.85, 3403.70, 0.0000, 828.64, 3359.80, 0.0000, 45, 38, 55
L 828.64, 3359.80, 0.0000, 718.44, 3403.70, 0.0000, 45, 38, 55
L 718.44, 3403.70, 0.0000, 608.23, 3358.88, 0.0000, 45, 38, 55
L 608.23, 3358.88, 0.0000, 498.02, 3403.70, 0.0000, 45, 38, 55
L 498.02, 3403.70, 0.0000, 387.82, 3325.22, 0.0000, 45, 38, 55
L 387.82, 3325.22, 0.0000, 277.61, 3403.70, 0.0000, 45, 38, 55
L 277.61, 3403.70, 0.0000, 167.41, 3356.15, 0.0000, 45, 38, 55
L 167.41, 3356.15, 0.0000, 57.20, 3403.70, 0.0000, 45, 38, 55
L 57.20, 3403.70, 0.0000, -53.01, 3359.05, 0.0000, 45, 38, 55
L -53.01, 3359.05, 0.0000, -163.21, 3403.70, 0.0000, 45, 38, 55
L -163.21, 3403.70, 0.0000, -273.42, 3350.32, 0.0000, 45, 38, 55
L -273.42, 3350.32, 0.0000, -383.63, 3403.70, 0.0000, 45, 38, 55
L -383.63, 3403.70, 0.0000, -493.83, 3327.00, 0.0000, 45, 38, 55
L -493.83, 3327.00, 0.0000, -604.04, 3403.70, 0.0000, 45, 38, 55
L -604.04, 3403.70, 0.0000, -714.24, 3375.38, 0.0000, 45, 38, 55
L -714.24, 3375.38, 0.0000, -824.45, 3403.70, 0.0000, 45, 38, 55
L -824.45, 3403.70, 0.0000, -934.66, 3372.73, 0.0000, 45, 38, 55
L -934.66, 3372.73, 0.0000, -1044.86, 3403.70, 0.0000, 45, 38, 55
L -1044.86, 3403.70, 0.0000, -1155.07, 3335.47, 0.0000, 45, 38, 55
L -1155.07, 3335.47, 0.0000, -1265.28, 3403.70, 0.0000, 45, 38, 55
L -1265.28, 3403.70, 0.0000, -1375.48, 3338.34, 0.0000, 45, 38, 55
L -1375.48, 3338.34, 0.0000, -1485.69, 3403.70, 0.0000, 45, 38, 55
L -1485.69, 3403.70, 0.0000, -1595.89, 3326.90, 0.0000, 45, 38, 55
L -1595.89, 3326.90, 0.0000, -1706.10, 3403.70, 0.0000, 45, 38, 55
L -1706.10, 3403.70, 0.0000, -1816.31, 3372.46, 0.0000, 45, 38, 55
L -1816.31, 3372.46, 0.0000, -1926.51, 3403.70, 0.0000, 45, 38, 55
L -1926.51, 3403.70, 0.0000, -2036.72, 3326.44, 0.0000, 45, 38, 55
L -2036.72, 3403.70, 0.0000, -1976.82, 3292.82, 0.0000, 45, 38, 55
L -1976.82, 3292.82, 0.0000, -2036.72, 3181.94, 0.0000, 45, 38, 55
L -2036.72, 3181.94, 0.0000, -1968.04, 3071.07, 0.0000, 45, 38, 55
L -1968.04, 3071.07, 0.0000, -2036.72, 2960.19, 0.0000, 45, 38, 55
L -2036.72, 2960.19, 0.0000, -1983.15, 2849.31, 0.0000, 45, 38, 55
L -1983.15, 2849.31, 0.0000, -2036.72, 2738.43, 0.0000, 45, 38, 55
L -2036.72, 2738.43, 0.0000, -2003.51, 2627.55, 0.0000, 45, 38, 55
L -2003.51, 2627.55, 0.0000, -2036.72, 2516.67, 0.0000, 45, 38, 55
L -2036.72, 2516.67, 0.0000, -2001.18, 2405.80, 0.0000, 45, 38, 55
L -2001.18, 2405.80, 0.0000, -2036.72, 2294.92, 0.0000, 45, 38, 55
L -2036.72, 2294.92, 0.0000, -1977.18, 2184.04, 0.0000, 45, 38, 55
L -1977.18, 2184.04, 0.0000, -2036.72, 2073.16, 0.0000, 45, 38, 55
L -2036.72, 2073.16, 0.0000, -1976.06, 1962.28, 0.0000, 45, 38, 55
L -1976.06, 1962.28, 0.0000, -2036.72, 1851.40, 0.0000, 45, 38, 55
L -2036.72, 1851.40, 0.0000, -2003.24, 1740.53, 0.0000, 45, 38, 55
L -2003.24, 1740.53, 0.0000, -2036.72, 1629.65, 0.0000, 45, 38, 55
L -2036.72, 1629.65, 0.0000, -1984.66, 1518.77, 0.0000, 45, 38, 55
L -1984.66, 1518.77, 0.0000, -2036.72, 1407.89, 0.0000, 45, 38, 55
L -2036.72, 1407.89, 0.0000, -1976.00, 1297.01, 0.0000, 45, 38, 55
L -1976.00, 1297.01, 0.0000, -2036.72, 1186.13, 0.0000, 45, 38, 55
L -2036.72, 1186.13, 0.0000, -2002.11, 1075.26, 0.0000, 45, 38, 55
L -2002.11, 1075.26, 0.0000, -2036.72, 964.38, 0.0000, 45, 38, 55
L -2036.72, 964.38, 0.0000, -2004.37, 853.50, 0.0000, 45, 38, 55
L -2004.37, 853.50, 0.0000, -2036.72, 742.62, 0.0000, 45, 38, 55
L -2036.72, 742.62, 0.0000, -1961.33, 631.74, 0.0000, 45, 38, 55
L -1961.33, 631.74, 0.0000, -2036.72, 520.86, 0.0000, 45, 38, 55
L -2036.72, 520.86, 0.0000, -1962.27, 409.99, 0.0000, 45, 38, 55
L -1962.27, 409.99, 0.0000, -2036.72, 299.11, 0.0000, 45, 38, 55
L -2036.72, 299.11, 0.0000, -1972.64, 188.23, 0.0000, 45, 38, 55
L -1972.64, 188.23, 0.0000, -2036.72, 77.35, 0.0000, 45, 38, 55
L -2036.72, 77.35, 0.0000, -2001.59, -33.53, 0.0000, 45, 38, 55
L -2001.59, -33.53, 0.0000, -2036.72, -144.41, 0.0000, 45, 38, 55
L -2036.72, -144.41, 0.0000, -1961.46, -255.28, 0.0000, 45, 38, 55
L -1961.46, -255.28, 0.0000, -2036.72, -366.16, 0.0000, 45, 38, 55
L -2036.72, -366.16, 0.0000, -1968.24, -477.04, 0.0000, 45, 38, 55
L -1968.24, -477.04, 0.0000, -2036.72, -587.92, 0.0000, 45, 38, 55
L -2036.72, -587.92, 0.0000, -1994.35, -698.80, 0.0000, 45, 38, 55
L -1994.35, -698.80, 0.0000, -2036.72, -809.68, 0.0000, 45, 38, 55
L -2036.72, -809.68, 0.0000, -2005.41, -920.55, 0.0000, 45, 38, 55
L -2005.41, -920.55, 0.0000, -2036.72, -1031.43, 0.0000, 45, 38, 55
L -2036.72, -1031.43, 0.0000, -1957.86, -1142.31, 0.0000, 45, 38, 55
L -1957.86, -1142.31, 0.0000, -2036.72, -1253.19, 0.0000, 45, 38, 55
L -2036.72, -1253.19, 0.0000, -1959.86, -1364.07, 0.0000, 45, 38, 55
L -1959.86, -1364.07, 0.0000, -2036.72, -1474.95, 0.0000, 45, 38, 55
L -2036.72, -1474.95, 0.0000, -1964.10, -1585.82, 0.0000, 45, 38, 55
L -1964.10, -1585.82, 0.0000, -2036.72, -1696.70, 0.0000, 45, 38, 55
L -2036.72, -1696.70, 0.0000, -1958.48, -1807.58, 0.0000, 45, 38, 55
L -1958.48, -1807.58, 0.0000, -2036.72, -1918.46, 0.0000, 45, 38, 55
L -2036.72, -1918.46, 0.0000, -1960.77, -2029.34, 0.0000, 45, 38, 55
L -1960.77, -2029.34, 0.0000, -2036.72, -2140.22, 0.0000, 45, 38, 55
L -2036.72, -2140.22, 0.0000, -2004.27, -2251.09, 0.0000, 45, 38, 55
L -2004.27, -2251.09, 0.0000, -2036.72, -2361.97, 0.0000, 45, 38, 55
L -2036.72, -2361.97, 0.0000, -1975.51, -2472.85, 0.0000, 45, 38, 55
L -1975.51, -2472.85, 0.0000, -2036.72, -2583.73, 0.0000, 45, 38, 55
L -2036.72, -2583.73, 0.0000, -2007.02, -2694.61, 0.0000, 45, 38, 55
L -2007.02, -2694.61, 0.0000, -2036.72, -2805.48, 0.0000, 45, 38, 55
L -2036.72, -2805.48, 0.0000, -1989.45, -2916.36, 0.0000, 45, 38, 55
L -1989.45, -2916.36, 0.0000, -2036.72, -3027.24, 0.0000, 45, 38, 55
L -2036.72, -3027.24, 0.0000, -1957.08, -3138.12, 0.0000, 45, 38, 55
L -1957.08, -3138.12, 0.0000, -2036.72, -3249.00, 0.0000, 45, 38, 55
L -2036.72, -3249.00, 0.0000, -1959.33, -3359.88, 0.0000, 45, 38, 55
L -1959.33, -3359.88, 0.0000, -2036.72, -3470.75, 0.0000, 45, 38, 55
L -2036.72, -3470.75, 0.0000, -1990.86, -3581.63, 0.0000, 45, 38, 55
L -1990.86, -3581.63, 0.0000, -2036.72, -3692.51, 0.0000, 45, 38, 55
L -2036.72, -3692.51, 0.0000, -1970.68, -3803.39, 0.0000, 45, 38, 55
L -1991.72, -3758.39, 0.0000, -1846.83, -3729.72, 0.0000, 90, 70, 110
L -1846.83, -3729.72, 0.0000, -1701.93, -3758.39, 0.0000, 90, 70, 110
L -1701.93, -3758.39, 0.0000, -1557.04, -3740.84, 0.0000, 90, 70, 110
L -1557.04, -3740.84, 0.0000, -1412.15, -3758.39, 0.0000, 90, 70, 110
L -1412.15, -3758.39, 0.0000, -1267.25, -3728.11, 0.0000, 90, 70, 110
L -1267.25, -3728.11, 0.0000, -1122.36, -3758.39, 0.0000, 90, 70, 110
L -1122.36, -3758.39, 0.0000, -977.47, -3727.96, 0.0000, 90, 70, 110
L -977.47, -3727.96, 0.0000, -832.57, -3758.39, 0.0000, 90, 70, 110
L -832.57, -3758.39, 0.0000, -687.68, -3734.93, 0.0000, 90, 70, 110
L -687.68, -3734.93, 0.0000, -542.79, -3758.39, 0.0000, 90, 70, 110
L -542.79, -3758.39, 0.0000, -397.90, -3726.73, 0.0000, 90, 70, 110
L -397.90, -3726.73, 0.0000, -253.00, -3758.39, 0.0000, 90, 70, 110
L -253.00, -3758.39, 0.0000, -108.11, -3736.61, 0.0000, 90, 70, 110
L -108.11, -3736.61, 0.0000, 36.78, -3758.39, 0.0000, 90, 70, 110
L 36.78, -3758.39, 0.0000, 181.68, -3726.86, 0.0000, 90, 70, 110
L 181.68, -3726.86, 0.0000, 326.57, -3758.39, 0.0000, 90, 70, 110
L 326.57, -3758.39, 0.0000, 471.46, -3731.00, 0.0000, 90, 70, 110
L 471.46, -3731.00, 0.0000, 616.36, -3758.39, 0.0000, 90, 70, 110
L 616.36, -3758.39, 0.0000, 761.25, -3733.94, 0.0000, 90, 70, 110
L 761.25, -3733.94, 0.0000, 906.14, -3758.39, 0.0000, 90, 70, 110
L 906.14, -3758.39, 0.0000, 1051.03, -3726.62, 0.0000, 90, 70, 110
L 1051.03, -3726.62, 0.0000, 1195.93, -3758.39, 0.0000, 90, 70, 110
L 1195.93, -3758.39, 0.0000, 1340.82, -3726.72, 0.0000, 90, 70, 110
L 1340.82, -3726.72, 0.0000, 1485.71, -3758.39, 0.0000, 90, 70, 110
L 1485.71, -3758.39, 0.0000, 1630.61, -3733.69, 0.0000, 90, 70, 110
L 1630.61, -3733.69, 0.0000, 1775.50, -3758.39, 0.0000, 90, 70, 110
L 1775.50, -3758.39, 0.0000, 1749.20, -3613.14, 0.0000, 90, 70, 110
L 1749.20, -3613.14, 0.0000, 1775.50, -3467.90, 0.0000, 90, 70, 110
L 1775.50, -3467.90, 0.0000, 1748.73, -3322.65, 0.0000, 90, 70, 110
L 1748.73, -3322.65, 0.0000, 1775.50, -3177.40, 0.0000, 90, 70, 110
L 1775.50, -3177.40, 0.0000, 1744.34, -3032.16, 0.0000, 90, 70, 110
L 1744.34, -3032.16, 0.0000, 1775.50, -2886.91, 0.0000, 90, 70, 110
L 1775.50, -2886.91, 0.0000, 1739.61, -2741.66, 0.0000, 90, 70, 110
L 1739.61, -2741.66, 0.0000, 1775.50, -2596.42, 0.0000, 90, 70, 110
L 1775.50, -2596.42, 0.0000, 1737.07, -2451.17, 0.0000, 90, 70, 110
L 1737.07, -2451.17, 0.0000, 1775.50, -2305.92, 0.0000, 90, 70, 110
L 1775.50, -2305.92, 0.0000, 1741.04, -2160.68, 0.0000, 90, 70, 110
L 1741.04, -2160.68, 0.0000, 1775.50, -2015.43, 0.0000, 90, 70, 110
L 1775.50, -2015.43, 0.0000, 1755.41, -1870.18, 0.0000, 90, 70, 110
L 1755.41, -1870.18, 0.0000, 1775.50, -1724.94, 0.0000, 90, 70, 110
L 1775.50, -1724.94, 0.0000, 1749.10, -1579.69, 0.0000, 90, 70, 110
L 1749.10, -1579.69, 0.0000, 1775.50, -1434.44, 0.0000, 90, 70, 110
L 1775.50, -1434.44, 0.0000, 1758.96, -1289.20, 0.0000, 90, 70, 110
L 1758.96, -1289.20, 0.0000, 1775.50, -1143.95, 0.0000, 90, 70, 110
L 1775.50, -1143.95, 0.0000, 1756.82, -998.70, 0.0000, 90, 70, 110
L 1756.82, -998.70, 0.0000, 1775.50, -853.46, 0.0000, 90, 70, 110
L 1775.50, -853.46, 0.0000, 1757.24, -708.21, 0.0000, 90, 70, 110
L 1757.24, -708.21, 0.0000, 1775.50, -562.96, 0.0000, 90, 70, 110
L 1775.50, -562.96, 0.0000, 1759.18, -417.71, 0.0000, 90, 70, 110
L 1759.18, -417.71, 0.0000, 1775.50, -272.47, 0.0000, 90, 70, 110
L 1775.50, -272.47, 0.0000, 1737.61, -127.22, 0.0000, 90, 70, 110
L 1737.61, -127.22, 0.0000, 1775.50, 18.03, 0.0000, 90, 70, 110
L 1775.50, 18.03, 0.0000, 1743.93, 163.27, 0.0000, 90, 70, 110
L 1743.93, 163.27, 0.0000, 1775.50, 308.52, 0.0000, 90, 70, 110
L 1775.50, 308.52, 0.0000, 1751.71, 453.77, 0.0000, 90, 70, 110
L 1751.71, 453.77, 0.0000, 1775.50, 599.01, 0.0000, 90, 70, 110
L 1775.50, 599.01, 0.0000, 1739.39, 744.26, 0.0000, 90, 70, 110
L 1739.39, 744.26, 0.0000, 1775.50, 889.51, 0.0000, 90, 70, 110
L 1775.50, 889.51, 0.0000, 1755.28, 1034.75, 0.0000, 90, 70, 110
L 1755.28, 1034.75, 0.0000, 1775.50, 1180.00, 0.0000, 90, 70, 110
L 1775.50, 1180.00, 0.0000, 1756.67, 1325.25, 0.0000, 90, 70, 110
L 1756.67, 1325.25, 0.0000, 1775.50, 1470.49, 0.0000, 90, 70, 110
L 1775.50, 1470.49, 0.0000, 1731.98, 1615.74, 0.0000, 90, 70, 110
L 1731.98, 1615.74, 0.0000, 1775.50, 1760.99, 0.0000, 90, 70, 110
L 1775.50, 1760.99, 0.0000, 1733.79, 1906.23, 0.0000, 90, 70, 110
L 1733.79, 1906.23, 0.0000, 1775.50, 2051.48, 0.0000, 90, 70, 110
L 1775.50, 2051.48, 0.0000, 1740.77, 2196.73, 0.0000, 90, 70, 110
L 1740.77, 2196.73, 0.0000, 1775.50, 2341.97, 0.0000, 90, 70, 110
L 1775.50, 2341.97, 0.0000, 1741.48, 2487.22, 0.0000, 90, 70, 110
L 1741.48, 2487.22, 0.0000, 1775.50, 2632.47, 0.0000, 90, 70, 110
L 1775.50, 2632.47, 0.0000, 1747.42, 2777.71, 0.0000, 90, 70, 110
L 1747.42, 2777.71, 0.0000, 1775.50, 2922.96, 0.0000, 90, 70, 110
L 1775.50, 2922.96, 0.0000, 1735.52, 3068.21, 0.0000, 90, 70, 110
L 1735.52, 3068.21, 0.0000, 1775.50, 3213.45, 0.0000, 90, 70, 110
L 1775.50, 3213.45, 0.0000, 1737.58, 3358.70, 0.0000, 90, 70, 110
L 1775.50, 3358.70, 0.0000, 1630.61, 3336.01, 0.0000, 90, 70, 110
L 1630.61, 3336.01, 0.0000, 1485.71, 3358.70, 0.0000, 90, 70, 110
L 1485.71, 3358.70, 0.0000, 1340.82, 3322.00, 0.0000, 90, 70, 110
L 1340.82, 3322.00, 0.0000, 1195.93, 3358.70, 0.0000, 90, 70, 110
L 1195.93, 3358.70, 0.0000, 1051.03, 3323.05, 0.0000, 90, 70, 110
L 1051.03, 3323.05, 0.0000, 906.14, 3358.70, 0.0000, 90, 70, 110
L 906.14, 3358.70, 0.0000, 761.25, 3321.08, 0.0000, 90, 70, 110
L 761.25, 3321.08, 0.0000, 616.36, 3358.70, 0.0000, 90, 70, 110
L 616.36, 3358.70, 0.0000, 471.46, 3326.27, 0.0000, 90, 70, 110
L 471.46, 3326.27, 0.0000, 326.57, 3358.70, 0.0000, 90, 70, 110
L 326.57, 3358.70, 0.0000, 181.68, 3332.80, 0.0000, 90, 70, 110
L 181.68, 3332.80, 0.0000, 36.78, 3358.70, 0.0000, 90, 70, 110
L 36.78, 3358.70, 0.0000, -108.11, 3316.17, 0.0000, 90, 70, 110
L -108.11, 3316.17, 0.0000, -253.00, 3358.70, 0.0000, 90, 70, 110
L -253.00, 3358.70, 0.0000, -397.90, 3316.95, 0.0000, 90, 70, 110
L -397.90, 3316.95, 0.0000, -542.79, 3358.70, 0.0000, 90, 70, 110
L -542.79, 3358.70, 0.0000, -687.68, 3330.84, 0.0000, 90, 70, 110
