P 2938.00, 2829.50, 0.0000, 90, 60, 34, 3, N
P 2938.00, 3192.50, 0.0000, 90, 60, 34, 1, S
P 3119.50, 3011.00, 0.0000, 90, 60, 34, 1, E
P 2756.50, 3011.00, 0.0000, 90, 60, 34, 1, W
L 3323.00, -1919.36, 0.0000, 3254.91, -1677.75, 0.0000, 90, 60, 34
L 3254.91, -1677.75, 0.0000, 3323.00, -1436.14, 0.0000, 90, 60, 34
L 3323.00, -1436.14, 0.0000, 3254.81, -1194.54, 0.0000, 90, 60, 34
L 3254.81, -1194.54, 0.0000, 3323.00, -952.93, 0.0000, 90, 60, 34
L 3323.00, -952.93, 0.0000, 3259.72, -711.32, 0.0000, 90, 60, 34
L 3259.72, -711.32, 0.0000, 3323.00, -469.71, 0.0000, 90, 60, 34
L 3323.00, -469.71, 0.0000, 3296.77, -228.11, 0.0000, 90, 60, 34
L 3296.77, -228.11, 0.0000, 3323.00, 13.50, 0.0000, 90, 60, 34
L 3323.00, 13.50, 0.0000, 3294.40, 255.11, 0.0000, 90, 60, 34
L 3294.40, 255.11, 0.0000, 3323.00, 496.71, 0.0000, 90, 60, 34
L 3323.00, 496.71, 0.0000, 3266.62, 738.32, 0.0000, 90, 60, 34
L 3266.62, 738.32, 0.0000, 3323.00, 979.93, 0.0000, 90, 60, 34
L 3323.00, 979.93, 0.0000, 3281.61, 1221.54, 0.0000, 90, 60, 34
L 3281.61, 1221.54, 0.0000, 3323.00, 1463.14, 0.0000, 90, 60, 34
L 3323.00, 1463.14, 0.0000, 3270.57, 1704.75, 0.0000, 90, 60, 34
L 3270.57, 1704.75, 0.0000, 3323.00, 1946.36, 0.0000, 90, 60, 34
L 3323.00, 1946.36, 0.0000, 3258.06, 2187.96, 0.0000, 90, 60, 34
L 3258.06, 2187.96, 0.0000, 3323.00, 2429.57, 0.0000, 90, 60, 34
L 3323.00, 2429.57, 0.0000, 3256.08, 2671.18, 0.0000, 90, 60, 34
L 3256.08, 2671.18, 0.0000, 3323.00, 2912.79, 0.0000, 90, 60, 34
L 3323.00, 2912.79, 0.0000, 3287.25, 3154.39, 0.0000, 90, 60, 34
L 3287.25, 3154.39, 0.0000, 3323.00, 3396.00, 0.0000, 90, 60, 34
L 3323.00, 3396.00, 0.0000, 3075.52, 3329.14, 0.0000, 90, 60, 34
L 3075.52, 3329.14, 0.0000, 2828.04, 3396.00, 0.0000, 90, 60, 34
L 2828.04, 3396.00, 0.0000, 2580.56, 3327.43, 0.0000, 90, 60, 34
L 2580.56, 3327.43, 0.0000, 2333.07, 3396.00, 0.0000, 90, 60, 34
L 2333.07, 3396.00, 0.0000, 2085.59, 3340.58, 0.0000, 90, 60, 34
L 2085.59, 3340.58, 0.0000, 1838.11, 3396.00, 0.0000, 90, 60, 34
L 1838.11, 3396.00, 0.0000, 1590.63, 3342.88, 0.0000, 90, 60, 34
L 1590.63, 3342.88, 0.0000, 1343.15, 3396.00, 0.0000, 90, 60, 34
L 1343.15, 3396.00, 0.0000, 1095.67, 3354.26, 0.0000, 90, 60, 34
L 1095.67, 3354.26, 0.0000, 848.19, 3396.00, 0.0000, 90, 60, 34
L 848.19, 3396.00, 0.0000, 600.70, 3352.01, 0.0000, 90, 60, 34
L 600.70, 3352.01, 0.0000, 353.22, 3396.00, 0.0000, 90, 60, 34
L 353.22, 3396.00, 0.0000, 105.74, 3365.20, 0.0000, 90, 60, 34
L 105.74, 3365.20, 0.0000, -141.74, 3396.00, 0.0000, 90, 60, 34
L -141.74, 3396.00, 0.0000, -389.22, 3338.33, 0.0000, 90, 60, 34
L -389.22, 3338.33, 0.0000, -636.70, 3396.00, 0.0000, 90, 60, 34
L -636.70, 3396.00, 0.0000, -884.19, 3371.14, 0.0000, 90, 60, 34
L -884.19, 3371.14, 0.0000, -1131.67, 3396.00, 0.0000, 90, 60, 34
L -1131.67, 3396.00, 0.0000, -1379.15, 3348.69, 0.0000, 90, 60, 34
L -1379.15, 3348.69, 0.0000, -1626.63, 3396.00, 0.0000, 90, 60, 34
L -1626.63, 3396.00, 0.0000, -1874.11, 3347.13, 0.0000, 90, 60, 34
L -1874.11, 3347.13, 0.0000, -2121.59, 3396.00, 0.0000, 90, 60, 34
L -2121.59, 3396.00, 0.0000, -2369.07, 3330.51, 0.0000, 90, 60, 34
L -2369.07, 3330.51, 0.0000, -2616.56, 3396.00, 0.0000, 90, 60, 34
L -2616.56, 3396.00, 0.0000, -2864.04, 3360.68, 0.0000, 90, 60, 34
L -2864.04, 3360.68, 0.0000, -3111.52, 3396.00, 0.0000, 90, 60, 34
L -3111.52, 3396.00, 0.0000, -3359.00, 3334.35, 0.0000, 90, 60, 34
L -3359.00, 3396.00, 0.0000, -3303.76, 3154.39, 0.0000, 90, 60, 34
L -3303.76, 3154.39, 0.0000, -3359.00, 2912.79, 0.0000, 90, 60, 34
L -3359.00, 2912.79, 0.0000, -3324.43, 2671.18, 0.0000, 90, 60, 34
L -3324.43, 2671.18, 0.0000, -3359.00, 2429.57, 0.0000, 90, 60, 34
L -3359.00, 2429.57, 0.0000, -3308.68, 2187.96, 0.0000, 90, 60, 34
L -3308.68, 2187.96, 0.0000, -3359.00, 1946.36, 0.0000, 90, 60, 34
L -3359.00, 1946.36, 0.0000, -3291.34, 1704.75, 0.0000, 90, 60, 34
L -3291.34, 1704.75, 0.0000, -3359.00, 1463.14, 0.0000, 90, 60, 34
L -3359.00, 1463.14, 0.0000, -3311.00, 1221.54, 0.0000, 90, 60, 34
L -3311.00, 1221.54, 0.0000, -3359.00, 979.93, 0.0000, 90, 60, 34
L -3359.00, 979.93, 0.0000, -3321.91, 738.32, 0.0000, 90, 60, 34
L -3321.91, 738.32, 0.0000, -3359.00, 496.71, 0.0000, 90, 60, 34
L -3359.00, 496.71, 0.0000, -3318.60, 255.11, 0.0000, 90, 60, 34
L -3318.60, 255.11, 0.0000, -3359.00, 13.50, 0.0000, 90, 60, 34
L -3359.00, 13.50, 0.0000, -3328.54, -228.11, 0.0000, 90, 60, 34
L -3328.54, -228.11, 0.0000, -3359.00, -469.71, 0.0000, 90, 60, 34
L -3359.00, -469.71, 0.0000, -3318.43, -711.32, 0.0000, 90, 60, 34
L -3318.43, -711.32, 0.0000, -3359.00, -952.93, 0.0000, 90, 60, 34
L -3359.00, -952.93, 0.0000, -3293.03, -1194.54, 0.0000, 90, 60, 34
L -3293.03, -1194.54, 0.0000, -3359.00, -1436.14, 0.0000, 90, 60, 34
L -3359.00, -1436.14, 0.0000, -3322.18, -1677.75, 0.0000, 90, 60, 34
L -3322.18, -1677.75, 0.0000, -3359.00, -1919.36, 0.0000, 90, 60, 34
L 3213.00, -1950.00, 0.0000, 3183.15, -1622.75, 0.0000, 120, 90, 50
L 3183.15, -1622.75, 0.0000, 3213.00, -1295.50, 0.0000, 120, 90, 50
L 3213.00, -1295.50, 0.0000, 3190.37, -968.25, 0.0000, 120, 90, 50
L 3190.37, -968.25, 0.0000, 3213.00, -641.00, 0.0000, 120, 90, 50
L 3213.00, -641.00, 0.0000, 3189.76, -313.75, 0.0000, 120, 90, 50
L 3189.76, -313.75, 0.0000, 3213.00, 13.50, 0.0000, 120, 90, 50
L 3213.00, 13.50, 0.0000, 3179.79, 340.75, 0.0000, 120, 90, 50
L 3179.79, 340.75, 0.0000, 3213.00, 668.00, 0.0000, 120, 90, 50
L 3213.00, 668.00, 0.0000, 3190.81, 995.25, 0.0000, 120, 90, 50
L 3190.81, 995.25, 0.0000, 3213.00, 1322.50, 0.0000, 120, 90, 50
L 3213.00, 1322.50, 0.0000, 3187.06, 1649.75, 0.0000, 120, 90, 50
L 3187.06, 1649.75, 0.0000, 3213.00, 1977.00, 0.0000, 120, 90, 50
L 3213.00, 1977.00, 0.0000, 3176.61, 2304.25, 0.0000, 120, 90, 50
L 3176.61, 2304.25, 0.0000, 3213.00, 2631.50, 0.0000, 120, 90, 50
L 3213.00, 2631.50, 0.0000, 3186.81, 2958.75, 0.0000, 120, 90, 50
L 3186.81, 2958.75, 0.0000, 3213.00, 3286.00, 0.0000, 120, 90, 50
L 3213.00, 3286.00, 0.0000, 2889.90, 3256.47, 0.0000, 120, 90, 50
L 2889.90, 3256.47, 0.0000, 2566.80, 3286.00, 0.0000, 120, 90, 50
L 2566.80, 3286.00, 0.0000, 2243.70, 3255.88, 0.0000, 120, 90, 50
L 2243.70, 3255.88, 0.0000, 1920.60, 3286.00, 0.0000, 120, 90, 50
L 1920.60, 3286.00, 0.0000, 1597.50, 3271.56, 0.0000, 120, 90, 50
L 1597.50, 3271.56, 0.0000, 1274.40, 3286.00, 0.0000, 120, 90, 50
L 1274.40, 3286.00, 0.0000, 951.30, 3257.51, 0.0000, 120, 90, 50
L 951.30, 3257.51, 0.0000, 628.20, 3286.00, 0.0000, 120, 90, 50
L 628.20, 3286.00, 0.0000, 305.10, 3247.82, 0.0000, 120, 90, 50
L 305.10, 3247.82, 0.0000, -18.00, 3286.00, 0.0000, 120, 90, 50
L -18.00, 3286.00, 0.0000, -341.10, 3268.29, 0.0000, 120, 90, 50
L -341.10, 3268.29, 0.0000, -664.20, 3286.00, 0.0000, 120, 90, 50
L -664.20, 3286.00, 0.0000, -987.30, 3271.17, 0.0000, 120, 90, 50
L -987.30, 3271.17, 0.0000, -1310.40, 3286.00, 0.0000, 120, 90, 50
L -1310.40, 3286.00, 0.0000, -1633.50, 3271.44, 0.0000, 120, 90, 50
L -1633.50, 3271.44, 0.0000, -1956.60, 3286.00, 0.0000, 120, 90, 50
L -1956.60, 3286.00, 0.0000, -2279.70, 3264.69, 0.0000, 120, 90, 50
L -2279.70, 3264.69, 0.0000, -2602.80, 3286.00, 0.0000, 120, 90, 50
L -2602.80, 3286.00, 0.0000, -2925.90, 3264.60, 0.0000, 120, 90, 50
L -2925.90, 3264.60, 0.0000, -3249.00, 3286.00, 0.0000, 120, 90, 50
L -3249.00, 3286.00, 0.0000, -3216.14, 2958.75, 0.0000, 120, 90, 50
L -3216.14, 2958.75, 0.0000, -3249.00, 2631.50, 0.0000, 120, 90, 50
L -3249.00, 2631.50, 0.0000, -3223.56, 2304.25, 0.0000, 120, 90, 50
L -3223.56, 2304.25, 0.0000, -3249.00, 1977.00, 0.0000, 120, 90, 50
L -3249.00, 1977.00, 0.0000, -3234.85, 1649.75, 0.0000, 120, 90, 50
L -3234.85, 1649.75, 0.0000, -3249.00, 1322.50, 0.0000, 120, 90, 50
L -3249.00, 1322.50, 0.0000, -3227.15, 995.25, 0.0000, 120, 90, 50
L -3227.15, 995.25, 0.0000, -3249.00, 668.00, 0.0000, 120, 90, 50
L -3249.00, 668.00, 0.0000, -3216.70, 340.75, 0.0000, 120, 90, 50
L -3216.70, 340.75, 0.0000, -3249.00, 13.50, 0.0000, 120, 90, 50
L -3249.00, 13.50, 0.0000, -3213.87, -313.75, 0.0000, 120, 90, 50
L -3213.87, -313.75, 0.0000, -3249.00, -641.00, 0.0000, 120, 90, 50
L -3249.00, -641.00, 0.0000, -3223.03, -968.25, 0.0000, 120, 90, 50
L -3223.03, -968.25, 0.0000, -3249.00, -1295.50, 0.0000, 120, 90, 50
L -3249.00, -1295.50, 0.0000, -3211.65, -1622.75, 0.0000, 120, 90, 50
L -3211.65, -1622.75, 0.0000, -3249.00, -1950.00, 0.0000, 120, 90, 50
L -3169.00, 3172.00, 0.0000, -3186.00, 3199.20, 0.0000, 90, 60, 34
L -3186.00, 3199.20, 0.0000, -3182.60, 3229.80, 0.0000, 90, 60, 34
L -3182.60, 3229.80, 0.0000, -3169.00, 3240.00, 0.0000, 90, 60, 34
L -3169.00, 3240.00, 0.0000, -3155.40, 3229.80, 0.0000, 90, 60, 34
L -3155.40, 3229.80, 0.0000, -3152.00, 3199.20, 0.0000, 90, 60, 34
L -3152.00, 3199.20, 0.0000, -3169.00, 3172.00, 0.0000, 90, 60, 34
L -3182.60, 3192.40, 0.0000, -3169.00, 3200.90, 0.0000, 90, 60, 34
L -3155.40, 3192.40, 0.0000, -3169.00, 3200.90, 0.0000, 90, 60, 34
L -3182.60, 3206.00, 0.0000, -3169.00, 3214.50, 0.0000, 90, 60, 34
L -3155.40, 3206.00, 0.0000, -3169.00, 3214.50, 0.0000, 90, 60, 34
L -3182.60, 3219.60, 0.0000, -3169.00, 3228.10, 0.0000, 90, 60, 34
L -3155.40, 3219.60, 0.0000, -3169.00, 3228.10, 0.0000, 90, 60, 34
L 3133.00, 3172.00, 0.0000, 3116.00, 3199.20, 0.0000, 90, 60, 34
L 3116.00, 3199.20, 0.0000, 3119.40, 3229.80, 0.0000, 90, 60, 34
L 3119.40, 3229.80, 0.0000, 3133.00, 3240.00, 0.0000, 90, 60, 34
L 3133.00, 3240.00, 0.0000, 3146.60, 3229.80, 0.0000, 90, 60, 34
L 3146.60, 3229.80, 0.0000, 3150.00, 3199.20, 0.0000, 90, 60, 34
L 3150.00, 3199.20, 0.0000, 3133.00, 3172.00, 0.0000, 90, 60, 34
L 3119.40, 3192.40, 0.0000, 3133.00, 3200.90, 0.0000, 90, 60, 34
L 3146.60, 3192.40, 0.0000, 3133.00, 3200.90, 0.0000, 90, 60, 34
L 3119.40, 3206.00, 0.0000, 3133.00, 3214.50, 0.0000, 90, 60, 34
L 3146.60, 3206.00, 0.0000, 3133.00, 3214.50, 0.0000, 90, 60, 34
L 3119.40, 3219.60, 0.0000, 3133.00, 3228.10, 0.0000, 90, 60, 34
L 3146.60, 3219.60, 0.0000, 3133.00, 3228.10, 0.0000, 90, 60, 34
L 3079.80, 3011.00, 0.0000, 3077.64, 3035.62, 0.0000, 90, 60, 34
L 3077.64, 3035.62, 0.0000, 3071.25, 3059.50, 0.0000, 90, 60, 34
L 3071.25, 3059.50, 0.0000, 3060.80, 3081.90, 0.0000, 90, 60, 34
L 3060.80, 3081.90, 0.0000, 3046.62, 3102.15, 0.0000, 90, 60, 34
L 3046.62, 3102.15, 0.0000, 3029.15, 3119.62, 0.0000, 90, 60, 34
L 3029.15, 3119.62, 0.0000, 3008.90, 3133.80, 0.0000, 90, 60, 34
L 3008.90, 3133.80, 0.0000, 2986.50, 3144.25, 0.0000, 90, 60, 34
L 2986.50, 3144.25, 0.0000, 2962.62, 3150.64, 0.0000, 90, 60, 34
L 2962.62, 3150.64, 0.0000, 2938.00, 3152.80, 0.0000, 90, 60, 34
L 2938.00, 3152.80, 0.0000, 2913.38, 3150.64, 0.0000, 90, 60, 34
L 2913.38, 3150.64, 0.0000, 2889.50, 3144.25, 0.0000, 90, 60, 34
L 2889.50, 3144.25, 0.0000, 2867.10, 3133.80, 0.0000, 90, 60, 34
L 2867.10, 3133.80, 0.0000, 2846.85, 3119.62, 0.0000, 90, 60, 34
L 2846.85, 3119.62, 0.0000, 2829.38, 3102.15, 0.0000, 90, 60, 34
L 2829.38, 3102.15, 0.0000, 2815.20, 3081.90, 0.0000, 90, 60, 34
L 2815.20, 3081.90, 0.0000, 2804.75, 3059.50, 0.0000, 90, 60, 34
L 2804.75, 3059.50, 0.0000, 2798.36, 3035.62, 0.0000, 90, 60, 34
L 2798.36, 3035.62, 0.0000, 2796.20, 3011.00, 0.0000, 90, 60, 34
L 2796.20, 3011.00, 0.0000, 2798.36, 2986.38, 0.0000, 90, 60, 34
L 2798.36, 2986.38, 0.0000, 2804.75, 2962.50, 0.0000, 90, 60, 34
L 2804.75, 2962.50, 0.0000, 2815.20, 2940.10, 0.0000, 90, 60, 34
L 2815.20, 2940.10, 0.0000, 2829.38, 2919.85, 0.0000, 90, 60, 34
L 2829.38, 2919.85, 0.0000, 2846.85, 2902.38, 0.0000, 90, 60, 34
L 2846.85, 2902.38, 0.0000, 2867.10, 2888.20, 0.0000, 90, 60, 34
L 2867.10, 2888.20, 0.0000, 2889.50, 2877.75, 0.0000, 90, 60, 34
L 2889.50, 2877.75, 0.0000, 2913.38, 2871.36, 0.0000, 90, 60, 34
L 2913.38, 2871.36, 0.0000, 2938.00, 2869.20, 0.0000, 90, 60, 34
L 2938.00, 2869.20, 0.0000, 2962.62, 2871.36, 0.0000, 90, 60, 34
L 2962.62, 2871.36, 0.0000, 2986.50, 2877.75, 0.0000, 90, 60, 34
L 2986.50, 2877.75, 0.0000, 3008.90, 2888.20, 0.0000, 90, 60, 34
L 3008.90, 2888.20, 0.0000, 3029.15, 2902.38, 0.0000, 90, 60, 34
L 3029.15, 2902.38, 0.0000, 3046.62, 2919.85, 0.0000, 90, 60, 34
L 3046.62, 2919.85, 0.0000, 3060.80, 2940.10, 0.0000, 90, 60, 34
L 3060.80, 2940.10, 0.0000, 3071.25, 2962.50, 0.0000, 90, 60, 34
L 3071.25, 2962.50, 0.0000, 3077.64, 2986.38, 0.0000, 90, 60, 34
L 3077.64, 2986.38, 0.0000, 3079.80, 3011.00, 0.0000, 90, 60, 34
L 3098.23, 3011.00, 0.0000, 3095.80, 3038.82, 0.0000, 120, 90, 50
L 3095.80, 3038.82, 0.0000, 3088.57, 3065.80, 0.0000, 120, 90, 50
L 3088.57, 3065.80, 0.0000, 3076.76, 3091.12, 0.0000, 120, 90, 50
L 3076.76, 3091.12, 0.0000, 3060.74, 3113.99, 0.0000, 120, 90, 50
L 3060.74, 3113.99, 0.0000, 3040.99, 3133.74, 0.0000, 120, 90, 50
L 3040.99, 3133.74, 0.0000, 3018.12, 3149.76, 0.0000, 120, 90, 50
L 3018.12, 3149.76, 0.0000, 2992.80, 3161.57, 0.0000, 120, 90, 50
L 2992.80, 3161.57, 0.0000, 2965.82, 3168.80, 0.0000, 120, 90, 50
L 2965.82, 3168.80, 0.0000, 2938.00, 3171.23, 0.0000, 120, 90, 50
L 2938.00, 3171.23, 0.0000, 2910.18, 3168.80, 0.0000, 120, 90, 50
L 2910.18, 3168.80, 0.0000, 2883.20, 3161.57, 0.0000, 120, 90, 50
L 2883.20, 3161.57, 0.0000, 2857.88, 3149.76, 0.0000, 120, 90, 50
L 2857.88, 3149.76, 0.0000, 2835.01, 3133.74, 0.0000, 120, 90, 50
L 2835.01, 3133.74, 0.0000, 2815.26, 3113.99, 0.0000, 120, 90, 50
L 2815.26, 3113.99, 0.0000, 2799.24, 3091.12, 0.0000, 120, 90, 50
L 2799.24, 3091.12, 0.0000, 2787.43, 3065.80, 0.0000, 120, 90, 50
L 2787.43, 3065.80, 0.0000, 2780.20, 3038.82, 0.0000, 120, 90, 50
L 2780.20, 3038.82, 0.0000, 2777.77, 3011.00, 0.0000, 120, 90, 50
L 2777.77, 3011.00, 0.0000, 2780.20, 2983.18, 0.0000, 120, 90, 50
L 2780.20, 2983.18, 0.0000, 2787.43, 2956.20, 0.0000, 120, 90, 50
L 2787.43, 2956.20, 0.0000, 2799.24, 2930.88, 0.0000, 120, 90, 50
L 2799.24, 2930.88, 0.0000, 2815.26, 2908.01, 0.0000, 120, 90, 50
L 2815.26, 2908.01, 0.0000, 2835.01, 2888.26, 0.0000, 120, 90, 50
L 2835.01, 2888.26, 0.0000, 2857.88, 2872.24, 0.0000, 120, 90, 50
L 2857.88, 2872.24, 0.0000, 2883.20, 2860.43, 0.0000, 120, 90, 50
L 2883.20, 2860.43, 0.0000, 2910.18, 2853.20, 0.0000, 120, 90, 50
L 2910.18, 2853.20, 0.0000, 2938.00, 2850.77, 0.0000, 120, 90, 50
L 2938.00, 2850.77, 0.0000, 2965.82, 2853.20, 0.0000, 120, 90, 50
L 2965.82, 2853.20, 0.0000, 2992.80, 2860.43, 0.0000, 120, 90, 50
L 2992.80, 2860.43, 0.0000, 3018.12, 2872.24, 0.0000, 120, 90, 50
L 3018.12, 2872.24, 0.0000, 3040.99, 2888.26, 0.0000, 120, 90, 50
L 3040.99, 2888.26, 0.0000, 3060.74, 2908.01, 0.0000, 120, 90, 50
L 3060.74, 2908.01, 0.0000, 3076.76, 2930.88, 0.0000, 120, 90, 50
L 3076.76, 2930.88, 0.0000, 3088.57, 2956.20, 0.0000, 120, 90, 50
L 3088.57, 2956.20, 0.0000, 3095.80, 2983.18, 0.0000, 120, 90, 50
L 3095.80, 2983.18, 0.0000, 3098.23, 3011.00, 0.0000, 120, 90, 50
L 2938.00, 3011.00, 0.0000, 2938.00, 2869.20, 0.0000, 90, 60, 34
L 2938.00, 3011.00, 0.0000, 2998.16, 2950.84, 0.0000, 70, 120, 55
L 2938.00, 3011.00, 0.0000, 3079.80, 3011.00, 0.0000, 90, 60, 34
L 2938.00, 3011.00, 0.0000, 2998.16, 3071.16, 0.0000, 70, 120, 55
L 2938.00, 3011.00, 0.0000, 2938.00, 3152.80, 0.0000, 90, 60, 34
L 2938.00, 3011.00, 0.0000, 2877.84, 3071.16, 0.0000, 70, 120, 55
L 2938.00, 3011.00, 0.0000, 2796.20, 3011.00, 0.0000, 90, 60, 34
L 2938.00, 3011.00, 0.0000, 2877.84, 2950.84, 0.0000, 70, 120, 55
L 2937.99, 3020.98, 0.0000, 2917.05, 2991.02, 0.0000, 90, 60, 34
L 2917.05, 2991.02, 0.0000, 2938.04, 2961.09, 0.0000, 90, 60, 34
L 2938.04, 2961.09, 0.0000, 2958.98, 2991.05, 0.0000, 90, 60, 34
L 2958.98, 2991.05, 0.0000, 2937.99, 3020.98, 0.0000, 90, 60, 34
L 2937.99, 3020.98, 0.0000, 2937.99, 3020.98, 0.0000, 90, 60, 34
L 2937.99, 3020.98, 0.0000, 2938.04, 2961.09, 0.0000, 90, 60, 34
L 2938.00, 3006.01, 0.0000, 2927.53, 2998.01, 0.0000, 90, 60, 34
L 2938.00, 3006.01, 0.0000, 2948.49, 2998.03, 0.0000, 90, 60, 34
L 2938.02, 2991.04, 0.0000, 2930.04, 2983.04, 0.0000, 90, 60, 34
L 2938.02, 2991.04, 0.0000, 2946.01, 2983.06, 0.0000, 90, 60, 34
L 2938.03, 2979.06, 0.0000, 2932.04, 2971.07, 0.0000, 90, 60, 34
L 2938.03, 2979.06, 0.0000, 2944.02, 2971.07, 0.0000, 90, 60, 34
L 2937.99, 3017.35, 0.0000, 2924.67, 2998.28, 0.0000, 70, 120, 55
L 2924.67, 2998.28, 0.0000, 2938.03, 2979.24, 0.0000, 70, 120, 55
L 2938.03, 2979.24, 0.0000, 2951.35, 2998.31, 0.0000, 70, 120, 55
L 2951.35, 2998.31, 0.0000, 2937.99, 3017.35, 0.0000, 70, 120, 55
L 2937.99, 3017.35, 0.0000, 2937.99, 3017.35, 0.0000, 70, 120, 55
L 2937.99, 3017.35, 0.0000, 2938.03, 2979.24, 0.0000, 70, 120, 55
L 2938.00, 3007.82, 0.0000, 2931.34, 3002.74, 0.0000, 70, 120, 55
L 2938.00, 3007.82, 0.0000, 2944.68, 3002.75, 0.0000, 70, 120, 55
L 2938.01, 2998.30, 0.0000, 2932.93, 2993.21, 0.0000, 70, 120, 55
L 2938.01, 2998.30, 0.0000, 2943.10, 2993.22, 0.0000, 70, 120, 55
L 2938.02, 2990.67, 0.0000, 2934.21, 2985.59, 0.0000, 70, 120, 55
L 2938.02, 2990.67, 0.0000, 2941.83, 2985.59, 0.0000, 70, 120, 55
L 2938.00, 2940.10, 0.0000, 2938.00, 2883.38, 0.0000, 90, 60, 34
L 2930.00, 2897.56, 0.0000, 2938.00, 2877.71, 0.0000, 90, 60, 34
L 2946.00, 2897.56, 0.0000, 2938.00, 2877.71, 0.0000, 90, 60, 34
L -3029.00, 3146.00, 0.0000, 2603.50, 3146.00, 0.0000, 90, 60, 34
L -2956.46, 3144.66, 0.0000, -2946.27, 3143.52, 0.0000, 70, 120, 55
L -2946.27, 3143.52, 0.0000, -2941.71, 3152.71, 0.0000, 70, 120, 55
L -2941.71, 3152.71, 0.0000, -2951.90, 3153.84, 0.0000, 70, 120, 55
L -2951.90, 3153.84, 0.0000, -2956.46, 3144.66, 0.0000, 70, 120, 55
L -2956.46, 3144.66, 0.0000, -2956.46, 3144.66, 0.0000, 70, 120, 55
L -2956.46, 3144.66, 0.0000, -2941.71, 3152.71, 0.0000, 70, 120, 55
L -2952.77, 3146.67, 0.0000, -2949.40, 3145.17, 0.0000, 70, 120, 55
L -2952.77, 3146.67, 0.0000, -2952.22, 3150.33, 0.0000, 70, 120, 55
L -2949.09, 3148.68, 0.0000, -2946.05, 3147.79, 0.0000, 70, 120, 55
L -2949.09, 3148.68, 0.0000, -2948.19, 3151.72, 0.0000, 70, 120, 55
L -2946.14, 3150.30, 0.0000, -2943.37, 3149.90, 0.0000, 70, 120, 55
L -2946.14, 3150.30, 0.0000, -2944.98, 3152.84, 0.0000, 70, 120, 55
L -2954.00, 3146.00, 0.0000, -2954.00, 3138.00, 0.0000, 90, 60, 34
L -2806.46, 3147.34, 0.0000, -2801.90, 3138.16, 0.0000, 70, 120, 55
L -2801.90, 3138.16, 0.0000, -2791.71, 3139.29, 0.0000, 70, 120, 55
L -2791.71, 3139.29, 0.0000, -2796.27, 3148.48, 0.0000, 70, 120, 55
L -2796.27, 3148.48, 0.0000, -2806.46, 3147.34, 0.0000, 70, 120, 55
L -2806.46, 3147.34, 0.0000, -2806.46, 3147.34, 0.0000, 70, 120, 55
L -2806.46, 3147.34, 0.0000, -2791.71, 3139.29, 0.0000, 70, 120, 55
L -2802.77, 3145.33, 0.0000, -2802.22, 3141.67, 0.0000, 70, 120, 55
L -2802.77, 3145.33, 0.0000, -2799.40, 3146.83, 0.0000, 70, 120, 55
L -2799.09, 3143.32, 0.0000, -2798.19, 3140.28, 0.0000, 70, 120, 55
L -2799.09, 3143.32, 0.0000, -2796.05, 3144.21, 0.0000, 70, 120, 55
