P -741.3000, 1070.5400, 0.0000, 80, 76, 68, 3, N
P -741.3000, 1300.9400, 0.0000, 90, 84, 74, 1, S
P -626.1000, 1185.7400, 0.0000, 90, 84, 74, 1, E
P -856.5000, 1185.7400, 0.0000, 90, 84, 74, 1, W
L 585.12, -840.48, 0.0000, 601.57, -719.09, 0.0000, 90, 84, 74
L 601.57, -719.09, 0.0000, 583.01, -597.70, 0.0000, 90, 84, 74
L 583.01, -597.70, 0.0000, 601.57, -476.30, 0.0000, 90, 84, 74
L 601.57, -476.30, 0.0000, 576.92, -354.91, 0.0000, 90, 84, 74
L 576.92, -354.91, 0.0000, 601.57, -233.52, 0.0000, 90, 84, 74
L 601.57, -233.52, 0.0000, 575.04, -112.12, 0.0000, 90, 84, 74
L 575.04, -112.12, 0.0000, 601.57, 9.27, 0.0000, 90, 84, 74
L 601.57, 9.27, 0.0000, 580.70, 130.66, 0.0000, 90, 84, 74
L 580.70, 130.66, 0.0000, 601.57, 252.05, 0.0000, 90, 84, 74
L 601.57, 252.05, 0.0000, 586.17, 373.45, 0.0000, 90, 84, 74
L 586.17, 373.45, 0.0000, 601.57, 494.84, 0.0000, 90, 84, 74
L 601.57, 494.84, 0.0000, 571.98, 616.23, 0.0000, 90, 84, 74
L 571.98, 616.23, 0.0000, 601.57, 737.63, 0.0000, 90, 84, 74
L 601.57, 737.63, 0.0000, 576.37, 859.02, 0.0000, 90, 84, 74
L 576.37, 859.02, 0.0000, 601.57, 980.41, 0.0000, 90, 84, 74
L 601.57, 980.41, 0.0000, 566.33, 1101.80, 0.0000, 90, 84, 74
L 566.33, 1101.80, 0.0000, 601.57, 1223.20, 0.0000, 90, 84, 74
L 601.57, 1223.20, 0.0000, 574.24, 1344.59, 0.0000, 90, 84, 74
L 601.57, 1344.59, 0.0000, 478.62, 1324.16, 0.0000, 90, 84, 74
L 478.62, 1324.16, 0.0000, 355.68, 1344.59, 0.0000, 90, 84, 74
L 355.68, 1344.59, 0.0000, 232.73, 1309.74, 0.0000, 90, 84, 74
L 232.73, 1309.74, 0.0000, 109.78, 1344.59, 0.0000, 90, 84, 74
L 109.78, 1344.59, 0.0000, -13.16, 1325.25, 0.0000, 90, 84, 74
L -13.16, 1325.25, 0.0000, -136.11, 1344.59, 0.0000, 90, 84, 74
L -136.11, 1344.59, 0.0000, -259.05, 1328.78, 0.0000, 90, 84, 74
L -259.05, 1328.78, 0.0000, -382.00, 1344.59, 0.0000, 90, 84, 74
L -382.00, 1344.59, 0.0000, -504.94, 1321.11, 0.0000, 90, 84, 74
L -504.94, 1321.11, 0.0000, -627.89, 1344.59, 0.0000, 90, 84, 74
L -627.89, 1344.59, 0.0000, -750.83, 1325.65, 0.0000, 90, 84, 74
L -750.83, 1325.65, 0.0000, -873.78, 1344.59, 0.0000, 90, 84, 74
L -873.78, 1344.59, 0.0000, -838.24, 1223.20, 0.0000, 90, 84, 74
L -838.24, 1223.20, 0.0000, -873.78, 1101.80, 0.0000, 90, 84, 74
L -873.78, 1101.80, 0.0000, -846.88, 980.41, 0.0000, 90, 84, 74
L -846.88, 980.41, 0.0000, -873.78, 859.02, 0.0000, 90, 84, 74
L -873.78, 859.02, 0.0000, -838.06, 737.63, 0.0000, 90, 84, 74
L -838.06, 737.63, 0.0000, -873.78, 616.23, 0.0000, 90, 84, 74
L -873.78, 616.23, 0.0000, -837.12, 494.84, 0.0000, 90, 84, 74
L -837.12, 494.84, 0.0000, -873.78, 373.45, 0.0000, 90, 84, 74
L -873.78, 373.45, 0.0000, -858.38, 252.05, 0.0000, 90, 84, 74
L -858.38, 252.05, 0.0000, -873.78, 130.66, 0.0000, 90, 84, 74
L -873.78, 130.66, 0.0000, -860.20, 9.27, 0.0000, 90, 84, 74
L -860.20, 9.27, 0.0000, -873.78, -112.12, 0.0000, 90, 84, 74
L -873.78, -112.12, 0.0000, -850.27, -233.52, 0.0000, 90, 84, 74
L -850.27, -233.52, 0.0000, -873.78, -354.91, 0.0000, 90, 84, 74
L -873.78, -354.91, 0.0000, -854.36, -476.30, 0.0000, 90, 84, 74
L -854.36, -476.30, 0.0000, -873.78, -597.70, 0.0000, 90, 84, 74
L -873.78, -597.70, 0.0000, -860.04, -719.09, 0.0000, 90, 84, 74
L -860.04, -719.09, 0.0000, -873.78, -840.48, 0.0000, 90, 84, 74
L -873.78, -840.48, 0.0000, -855.42, -961.87, 0.0000, 90, 84, 74
L -855.42, -961.87, 0.0000, -873.78, -1083.27, 0.0000, 90, 84, 74
L -873.78, -1083.27, 0.0000, -840.37, -1204.66, 0.0000, 90, 84, 74
L 505.57, -1108.66, 0.0000, 485.13, -951.51, 0.0000, 150, 150, 140
L 485.13, -951.51, 0.0000, 505.57, -794.36, 0.0000, 150, 150, 140
L 505.57, -794.36, 0.0000, 489.71, -637.21, 0.0000, 150, 150, 140
L 489.71, -637.21, 0.0000, 505.57, -480.06, 0.0000, 150, 150, 140
L 505.57, -480.06, 0.0000, 498.01, -322.91, 0.0000, 150, 150, 140
L 498.01, -322.91, 0.0000, 505.57, -165.76, 0.0000, 150, 150, 140
L 505.57, -165.76, 0.0000, 495.21, -8.61, 0.0000, 150, 150, 140
L 495.21, -8.61, 0.0000, 505.57, 148.54, 0.0000, 150, 150, 140
L 505.57, 148.54, 0.0000, 496.14, 305.69, 0.0000, 150, 150, 140
L 496.14, 305.69, 0.0000, 505.57, 462.84, 0.0000, 150, 150, 140
L 505.57, 462.84, 0.0000, 492.04, 619.99, 0.0000, 150, 150, 140
L 492.04, 619.99, 0.0000, 505.57, 777.14, 0.0000, 150, 150, 140
L 505.57, 777.14, 0.0000, 490.28, 934.29, 0.0000, 150, 150, 140
L 490.28, 934.29, 0.0000, 505.57, 1091.44, 0.0000, 150, 150, 140
L 505.57, 1091.44, 0.0000, 486.02, 1248.59, 0.0000, 150, 150, 140
L 505.57, 1248.59, 0.0000, 345.15, 1232.48, 0.0000, 150, 150, 140
L 345.15, 1232.48, 0.0000, 184.73, 1248.59, 0.0000, 150, 150, 140
L 184.73, 1248.59, 0.0000, 24.31, 1228.50, 0.0000, 150, 150, 140
L 24.31, 1228.50, 0.0000, -136.11, 1248.59, 0.0000, 150, 150, 140
L -136.11, 1248.59, 0.0000, -296.52, 1235.58, 0.0000, 150, 150, 140
L -296.52, 1235.58, 0.0000, -456.94, 1248.59, 0.0000, 150, 150, 140
L -456.94, 1248.59, 0.0000, -617.36, 1240.90, 0.0000, 150, 150, 140
L -617.36, 1240.90, 0.0000, -777.78, 1248.59, 0.0000, 150, 150, 140
L -777.78, 1248.59, 0.0000, -768.05, 1091.44, 0.0000, 150, 150, 140
L -768.05, 1091.44, 0.0000, -777.78, 934.29, 0.0000, 150, 150, 140
L -777.78, 934.29, 0.0000, -758.21, 777.14, 0.0000, 150, 150, 140
L -758.21, 777.14, 0.0000, -777.78, 619.99, 0.0000, 150, 150, 140
L -777.78, 619.99, 0.0000, -762.42, 462.84, 0.0000, 150, 150, 140
L -762.42, 462.84, 0.0000, -777.78, 305.69, 0.0000, 150, 150, 140
L -777.78, 305.69, 0.0000, -768.20, 148.54, 0.0000, 150, 150, 140
L -768.20, 148.54, 0.0000, -777.78, -8.61, 0.0000, 150, 150, 140
L -777.78, -8.61, 0.0000, -758.93, -165.76, 0.0000, 150, 150, 140
L -758.93, -165.76, 0.0000, -777.78, -322.91, 0.0000, 150, 150, 140
L -777.78, -322.91, 0.0000, -764.84, -480.06, 0.0000, 150, 150, 140
L -764.84, -480.06, 0.0000, -777.78, -637.21, 0.0000, 150, 150, 140
L -777.78, -637.21, 0.0000, -764.48, -794.36, 0.0000, 150, 150, 140
L -764.48, -794.36, 0.0000, -777.78, -951.51, 0.0000, 150, 150, 140
L -777.78, -951.51, 0.0000, -767.23, -1108.66, 0.0000, 150, 150, 140
L -723.78, -1126.66, 0.0000, 451.57, -1126.66, 0.0000, 150, 150, 140
L  -651.3000, 1185.7400, 0.0000, -652.6700, 1201.3700, 0.0000, 90, 84, 74
L  -652.6700, 1201.3700, 0.0000, -656.7300, 1216.5200, 0.0000, 90, 84, 74
L  -656.7300, 1216.5200, 0.0000, -663.3600, 1230.7400, 0.0000, 90, 84, 74
L  -663.3600, 1230.7400, 0.0000, -672.3600, 1243.5900, 0.0000, 90, 84, 74
L  -672.3600, 1243.5900, 0.0000, -683.4500, 1254.6800, 0.0000, 90, 84, 74
L  -683.4500, 1254.6800, 0.0000, -696.3000, 1263.6800, 0.0000, 90, 84, 74
L  -696.3000, 1263.6800, 0.0000, -710.5200, 1270.3100, 0.0000, 90, 84, 74
L  -710.5200, 1270.3100, 0.0000, -725.6700, 1274.3700, 0.0000, 90, 84, 74
L  -725.6700, 1274.3700, 0.0000, -741.3000, 1275.7400, 0.0000, 90, 84, 74
L  -741.3000, 1275.7400, 0.0000, -756.9300, 1274.3700, 0.0000, 90, 84, 74
L  -756.9300, 1274.3700, 0.0000, -772.0800, 1270.3100, 0.0000, 90, 84, 74
L  -772.0800, 1270.3100, 0.0000, -786.3000, 1263.6800, 0.0000, 90, 84, 74
L  -786.3000, 1263.6800, 0.0000, -799.1500, 1254.6800, 0.0000, 90, 84, 74
L  -799.1500, 1254.6800, 0.0000, -810.2400, 1243.5900, 0.0000, 90, 84, 74
L  -810.2400, 1243.5900, 0.0000, -819.2400, 1230.7400, 0.0000, 90, 84, 74
L  -819.2400, 1230.7400, 0.0000, -825.8700, 1216.5200, 0.0000, 90, 84, 74
L  -825.8700, 1216.5200, 0.0000, -829.9300, 1201.3700, 0.0000, 90, 84, 74
L  -829.9300, 1201.3700, 0.0000, -831.3000, 1185.7400, 0.0000, 90, 84, 74
L  -831.3000, 1185.7400, 0.0000, -829.9300, 1170.1100, 0.0000, 90, 84, 74
L  -829.9300, 1170.1100, 0.0000, -825.8700, 1154.9600, 0.0000, 90, 84, 74
L  -825.8700, 1154.9600, 0.0000, -819.2400, 1140.7400, 0.0000, 90, 84, 74
L  -819.2400, 1140.7400, 0.0000, -810.2400, 1127.8900, 0.0000, 90, 84, 74
L  -810.2400, 1127.8900, 0.0000, -799.1500, 1116.8000, 0.0000, 90, 84, 74
L  -799.1500, 1116.8000, 0.0000, -786.3000, 1107.8000, 0.0000, 90, 84, 74
L  -786.3000, 1107.8000, 0.0000, -772.0800, 1101.1700, 0.0000, 90, 84, 74
L  -772.0800, 1101.1700, 0.0000, -756.9300, 1097.1100, 0.0000, 90, 84, 74
L  -756.9300, 1097.1100, 0.0000, -741.3000, 1095.7400, 0.0000, 90, 84, 74
L  -741.3000, 1095.7400, 0.0000, -725.6700, 1097.1100, 0.0000, 90, 84, 74
L  -725.6700, 1097.1100, 0.0000, -710.5200, 1101.1700, 0.0000, 90, 84, 74
L  -710.5200, 1101.1700, 0.0000, -696.3000, 1107.8000, 0.0000, 90, 84, 74
L  -696.3000, 1107.8000, 0.0000, -683.4500, 1116.8000, 0.0000, 90, 84, 74
L  -683.4500, 1116.8000, 0.0000, -672.3600, 1127.8900, 0.0000, 90, 84, 74
L  -672.3600, 1127.8900, 0.0000, -663.3600, 1140.7400, 0.0000, 90, 84, 74
L  -663.3600, 1140.7400, 0.0000, -656.7300, 1154.9600, 0.0000, 90, 84, 74
L  -656.7300, 1154.9600, 0.0000, -652.6700, 1170.1100, 0.0000, 90, 84, 74
L  -652.6700, 1170.1100, 0.0000, -651.3000, 1185.7400, 0.0000, 90, 84, 74
L  -639.6000, 1185.7400, 0.0000, -641.1500, 1203.4000, 0.0000, 150, 150, 140
L  -641.1500, 1203.4000, 0.0000, -645.7300, 1220.5200, 0.0000, 150, 150, 140
L  -645.7300, 1220.5200, 0.0000, -653.2300, 1236.5900, 0.0000, 150, 150, 140
L  -653.2300, 1236.5900, 0.0000, -663.3900, 1251.1100, 0.0000, 150, 150, 140
L  -663.3900, 1251.1100, 0.0000, -675.9300, 1263.6500, 0.0000, 150, 150, 140
L  -675.9300, 1263.6500, 0.0000, -690.4500, 1273.8100, 0.0000, 150, 150, 140
L  -690.4500, 1273.8100, 0.0000, -706.5200, 1281.3100, 0.0000, 150, 150, 140
L  -706.5200, 1281.3100, 0.0000, -723.6400, 1285.8900, 0.0000, 150, 150, 140
L  -723.6400, 1285.8900, 0.0000, -741.3000, 1287.4400, 0.0000, 150, 150, 140
L  -741.3000, 1287.4400, 0.0000, -758.9600, 1285.8900, 0.0000, 150, 150, 140
L  -758.9600, 1285.8900, 0.0000, -776.0800, 1281.3100, 0.0000, 150, 150, 140
L  -776.0800, 1281.3100, 0.0000, -792.1500, 1273.8100, 0.0000, 150, 150, 140
L  -792.1500, 1273.8100, 0.0000, -806.6700, 1263.6500, 0.0000, 150, 150, 140
L  -806.6700, 1263.6500, 0.0000, -819.2100, 1251.1100, 0.0000, 150, 150, 140
L  -819.2100, 1251.1100, 0.0000, -829.3700, 1236.5900, 0.0000, 150, 150, 140
L  -829.3700, 1236.5900, 0.0000, -836.8700, 1220.5200, 0.0000, 150, 150, 140
L  -836.8700, 1220.5200, 0.0000, -841.4500, 1203.4000, 0.0000, 150, 150, 140
L  -841.4500, 1203.4000, 0.0000, -843.0000, 1185.7400, 0.0000, 150, 150, 140
L  -843.0000, 1185.7400, 0.0000, -841.4500, 1168.0800, 0.0000, 150, 150, 140
L  -841.4500, 1168.0800, 0.0000, -836.8700, 1150.9600, 0.0000, 150, 150, 140
L  -836.8700, 1150.9600, 0.0000, -829.3700, 1134.8900, 0.0000, 150, 150, 140
L  -829.3700, 1134.8900, 0.0000, -819.2100, 1120.3700, 0.0000, 150, 150, 140
L  -819.2100, 1120.3700, 0.0000, -806.6700, 1107.8300, 0.0000, 150, 150, 140
L  -806.6700, 1107.8300, 0.0000, -792.1500, 1097.6700, 0.0000, 150, 150, 140
L  -792.1500, 1097.6700, 0.0000, -776.0800, 1090.1700, 0.0000, 150, 150, 140
L  -776.0800, 1090.1700, 0.0000, -758.9600, 1085.5900, 0.0000, 150, 150, 140
L  -758.9600, 1085.5900, 0.0000, -741.3000, 1084.0400, 0.0000, 150, 150, 140
L  -741.3000, 1084.0400, 0.0000, -723.6400, 1085.5900, 0.0000, 150, 150, 140
L  -723.6400, 1085.5900, 0.0000, -706.5200, 1090.1700, 0.0000, 150, 150, 140
L  -706.5200, 1090.1700, 0.0000, -690.4500, 1097.6700, 0.0000, 150, 150, 140
L  -690.4500, 1097.6700, 0.0000, -675.9300, 1107.8300, 0.0000, 150, 150, 140
L  -675.9300, 1107.8300, 0.0000, -663.3900, 1120.3700, 0.0000, 150, 150, 140
L  -663.3900, 1120.3700, 0.0000, -653.2300, 1134.8900, 0.0000, 150, 150, 140
L  -653.2300, 1134.8900, 0.0000, -645.7300, 1150.9600, 0.0000, 150, 150, 140
L  -645.7300, 1150.9600, 0.0000, -641.1500, 1168.0800, 0.0000, 150, 150, 140
L  -641.1500, 1168.0800, 0.0000, -639.6000, 1185.7400, 0.0000, 150, 150, 140
L  -741.3000, 1185.7400, 0.0000, -741.3000, 1095.7400, 0.0000, 150, 150, 140
L  -741.3000, 1185.7400, 0.0000, -703.1200, 1147.5600, 0.0000, 160, 158, 150
L  -741.3000, 1185.7400, 0.0000, -651.3000, 1185.7400, 0.0000, 150, 150, 140
L  -741.3000, 1185.7400, 0.0000, -703.1200, 1223.9200, 0.0000, 160, 158, 150
L  -741.3000, 1185.7400, 0.0000, -741.3000, 1275.7400, 0.0000, 150, 150, 140
L  -741.3000, 1185.7400, 0.0000, -779.4800, 1223.9200, 0.0000, 160, 158, 150
L  -741.3000, 1185.7400, 0.0000, -831.3000, 1185.7400, 0.0000, 150, 150, 140
L  -741.3000, 1185.7400, 0.0000, -779.4800, 1147.5600, 0.0000, 160, 158, 150
L  -741.3000, 1140.7400, 0.0000, -741.3000, 1104.7400, 0.0000, 80, 76, 68
L  -749.3000, 1113.7400, 0.0000, -741.3000, 1101.1400, 0.0000, 80, 76, 68
L  -733.3000, 1113.7400, 0.0000, -741.3000, 1101.1400, 0.0000, 80, 76, 68
L -693.7816, -978.7947, 0.0000, -693.7816, -1084.6600, 0.0000, 80, 76, 68
L -623.9105, -978.7947, 0.0000, -623.9105, -1084.6600, 0.0000, 80, 76, 68
L -693.7816, -1031.7273, 0.0000, -623.9105, -1031.7273, 0.0000, 80, 76, 68
L -571.7229, -978.7947, 0.0000, -571.7229, -1084.6600, 0.0000, 80, 76, 68
L -592.6842, -1084.6600, 0.0000, -550.7615, -1084.6600, 0.0000, 80, 76, 68
L -592.6842, -978.7947, 0.0000, -550.7615, -978.7947, 0.0000, 80, 76, 68
L -453.1576, -1063.4869, 0.0000, -470.6254, -1084.6600, 0.0000, 80, 76, 68
L -470.6254, -1084.6600, 0.0000, -502.0674, -1084.6600, 0.0000, 80, 76, 68
L -502.0674, -1084.6600, 0.0000, -519.5352, -1052.9004, 0.0000, 80, 76, 68
L -519.5352, -1052.9004, 0.0000, -519.5352, -1010.5543, 0.0000, 80, 76, 68
L -519.5352, -1010.5543, 0.0000, -502.0674, -978.7947, 0.0000, 80, 76, 68
L -502.0674, -978.7947, 0.0000, -470.6254, -978.7947, 0.0000, 80, 76, 68
L -470.6254, -978.7947, 0.0000, -453.1576, -1005.2610, 0.0000, 80, 76, 68
L -453.1576, -1005.2610, 0.0000, -453.1576, -1026.4341, 0.0000, 80, 76, 68
L -453.1576, -1026.4341, 0.0000, -477.6125, -1026.4341, 0.0000, 80, 76, 68
L -432.4119, -978.7947, 0.0000, -432.4119, -1084.6600, 0.0000, 80, 76, 68
L -362.5408, -978.7947, 0.0000, -362.5408, -1084.6600, 0.0000, 80, 76, 68
L -432.4119, -1031.7273, 0.0000, -362.5408, -1031.7273, 0.0000, 80, 76, 68
L -345.2887, -978.7947, 0.0000, -345.2887, -1084.6600, 0.0000, 80, 76, 68
L -345.2887, -1084.6600, 0.0000, -296.3789, -1084.6600, 0.0000, 80, 76, 68
L -296.3789, -1084.6600, 0.0000, -278.9111, -1063.4869, 0.0000, 80, 76, 68
L -278.9111, -1063.4869, 0.0000, -296.3789, -1037.0206, 0.0000, 80, 76, 68
L -296.3789, -1037.0206, 0.0000, -345.2887, -1037.0206, 0.0000, 80, 76, 68
L -258.1654, -978.7947, 0.0000, -223.2299, -1084.6600, 0.0000, 80, 76, 68
L -223.2299, -1084.6600, 0.0000, -188.2943, -978.7947, 0.0000, 80, 76, 68
L -240.6977, -1021.1408, 0.0000, -205.7621, -1021.1408, 0.0000, 80, 76, 68
L -101.1711, -1068.7802, 0.0000, -115.1453, -1084.6600, 0.0000, 80, 76, 68
L -115.1453, -1084.6600, 0.0000, -157.0680, -1084.6600, 0.0000, 80, 76, 68
L -157.0680, -1084.6600, 0.0000, -171.0422, -1065.6042, 0.0000, 80, 76, 68
L -171.0422, -1065.6042, 0.0000, -171.0422, -1042.3139, 0.0000, 80, 76, 68
L -171.0422, -1042.3139, 0.0000, -157.0680, -1031.7273, 0.0000, 80, 76, 68
L -157.0680, -1031.7273, 0.0000, -115.1453, -1031.7273, 0.0000, 80, 76, 68
L -115.1453, -1031.7273, 0.0000, -101.1711, -1019.0235, 0.0000, 80, 76, 68
L -101.1711, -1019.0235, 0.0000, -101.1711, -995.7331, 0.0000, 80, 76, 68
L -101.1711, -995.7331, 0.0000, -115.1453, -978.7947, 0.0000, 80, 76, 68
L -115.1453, -978.7947, 0.0000, -157.0680, -978.7947, 0.0000, 80, 76, 68
L -157.0680, -978.7947, 0.0000, -171.0422, -995.7331, 0.0000, 80, 76, 68
L -14.0479, -1068.7802, 0.0000, -28.0221, -1084.6600, 0.0000, 80, 76, 68
L -28.0221, -1084.6600, 0.0000, -69.9447, -1084.6600, 0.0000, 80, 76, 68
L -69.9447, -1084.6600, 0.0000, -83.9190, -1065.6042, 0.0000, 80, 76, 68
L -83.9190, -1065.6042, 0.0000, -83.9190, -1042.3139, 0.0000, 80, 76, 68
L -83.9190, -1042.3139, 0.0000, -69.9447, -1031.7273, 0.0000, 80, 76, 68
L -69.9447, -1031.7273, 0.0000, -28.0221, -1031.7273, 0.0000, 80, 76, 68
L -28.0221, -1031.7273, 0.0000, -14.0479, -1019.0235, 0.0000, 80, 76, 68
L -14.0479, -1019.0235, 0.0000, -14.0479, -995.7331, 0.0000, 80, 76, 68
L -14.0479, -995.7331, 0.0000, -28.0221, -978.7947, 0.0000, 80, 76, 68
L -28.0221, -978.7947, 0.0000, -69.9447, -978.7947, 0.0000, 80, 76, 68
L -69.9447, -978.7947, 0.0000, -83.9190, -995.7331, 0.0000, 80, 76, 68
L 90.3275, -978.7947, 0.0000, 90.3275, -1084.6600, 0.0000, 80, 76, 68
L 160.1986, -978.7947, 0.0000, 160.1986, -1084.6600, 0.0000, 80, 76, 68
L 90.3275, -1031.7273, 0.0000, 160.1986, -1031.7273, 0.0000, 80, 76, 68
L 194.9185, -978.7947, 0.0000, 229.8541, -978.7947, 0.0000, 80, 76, 68
L 229.8541, -978.7947, 0.0000, 247.3219, -1010.5543, 0.0000, 80, 76, 68
L 247.3219, -1010.5543, 0.0000, 247.3219, -1052.9004, 0.0000, 80, 76, 68
L 247.3219, -1052.9004, 0.0000, 229.8541, -1084.6600, 0.0000, 80, 76, 68
L 229.8541, -1084.6600, 0.0000, 194.9185, -1084.6600, 0.0000, 80, 76, 68
L 194.9185, -1084.6600, 0.0000, 177.4508, -1052.9004, 0.0000, 80, 76, 68
L 177.4508, -1052.9004, 0.0000, 177.4508, -1010.5543, 0.0000, 80, 76, 68
L 177.4508, -1010.5543, 0.0000, 194.9185, -978.7947, 0.0000, 80, 76, 68
L 264.5740, -1084.6600, 0.0000, 264.5740, -978.7947, 0.0000, 80, 76, 68
L 264.5740, -978.7947, 0.0000, 320.4709, -978.7947, 0.0000, 80, 76, 68
L 351.6972, -978.7947, 0.0000, 351.6972, -1084.6600, 0.0000, 80, 76, 68
L 351.6972, -1084.6600, 0.0000, 393.6199, -1084.6600, 0.0000, 80, 76, 68
L 393.6199, -1084.6600, 0.0000, 418.0748, -1052.9004, 0.0000, 80, 76, 68
L 418.0748, -1052.9004, 0.0000, 418.0748, -1010.5543, 0.0000, 80, 76, 68
L 418.0748, -1010.5543, 0.0000, 393.6199, -978.7947, 0.0000, 80, 76, 68
L 393.6199, -978.7947, 0.0000, 351.6972, -978.7947, 0.0000, 80, 76, 68
L -570.6488, -1152.0535, 0.0000, -559.4476, -1148.1652, 0.0000, 74, 60, 46
L -559.4476, -1147.1823, 0.0000, -557.2073, -1132.5889, 0.0000, 74, 60, 46
L -557.2073, -1131.9645, 0.0000, -550.4866, -1118.3002, 0.0000, 74, 60, 46
L -550.4866, -1118.1702, 0.0000, -554.9671, -1109.2145, 0.0000, 74, 60, 46
L -554.9671, -1109.6516, 0.0000, -548.2463, -1106.8791, 0.0000, 74, 60, 46
L -548.2463, -1107.3728, 0.0000, -547.1262, -1104.9868, 0.0000, 74, 60, 46
L -547.1262, -1105.3712, 0.0000, -563.9281, -1104.8545, 0.0000, 74, 60, 46
L -563.9281, -1105.2214, 0.0000, -565.0482, -1110.5344, 0.0000, 74, 60, 46
L -565.0482, -1111.3378, 0.0000, -562.8079, -1118.3620, 0.0000, 74, 60, 46
L -562.8079, -1118.7500, 0.0000, -568.4086, -1132.3365, 0.0000, 74, 60, 46
L -568.4086, -1132.5694, 0.0000, -570.6488, -1152.1181, 0.0000, 74, 60, 46
L -570.0414, -1148.7819, 0.0000, -564.0175, -1148.7819, 0.0000, 74, 60, 46
L -569.4253, -1143.1396, 0.0000, -559.1989, -1143.1396, 0.0000, 74, 60, 46
L -568.8092, -1138.4800, 0.0000, -558.4068, -1138.4800, 0.0000, 74, 60, 46
L -568.1932, -1133.2326, 0.0000, -557.6147, -1133.2326, 0.0000, 74, 60, 46
L -566.1139, -1126.6370, 0.0000, -555.1125, -1126.6370, 0.0000, 74, 60, 46
L -563.8037, -1122.2921, 0.0000, -552.3401, -1122.2921, 0.0000, 74, 60, 46
L -563.2046, -1115.2968, 0.0000, -552.0041, -1115.2968, 0.0000, 74, 60, 46
L -564.7208, -1110.2362, 0.0000, -554.7764, -1110.2362, 0.0000, 74, 60, 46
L -563.9281, -1149.5218, 0.0000, -548.2463, -1142.7321, 0.0000, 74, 60, 46
L -548.2463, -1143.6794, 0.0000, -532.5646, -1129.4709, 0.0000, 74, 60, 46
L -532.5646, -1129.7162, 0.0000, -523.6036, -1116.4669, 0.0000, 74, 60, 46
L -523.6036, -1116.1441, 0.0000, -526.9639, -1113.5141, 0.0000, 74, 60, 46
L -526.9639, -1112.8062, 0.0000, -537.0451, -1125.0076, 0.0000, 74, 60, 46
L -537.0451, -1125.9252, 0.0000, -550.4866, -1136.8071, 0.0000, 74, 60, 46
L -550.4866, -1137.0040, 0.0000, -563.9281, -1143.4365, 0.0000, 74, 60, 46
L -563.9281, -1143.2477, 0.0000, -563.9281, -1150.1995, 0.0000, 74, 60, 46
L -563.6453, -1147.9870, 0.0000, -558.1015, -1147.9870, 0.0000, 74, 60, 46
